,SITE_NAME,INVOICE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,FACT_NBR
3224,(0043BB),9200080633,01/12/2019,31/12/2019,3 790,"467,01",35
3225,(0043BB),1300082549,01/01/2020,31/01/2020,3 759,"540,23",35
3226,(0043BB),1300082549,01/02/2020,29/02/2020,3 519,"506,67",35
3227,(0043BB),1300082549,01/03/2020,31/03/2020,3 831,"551,85",35
3228,(0043BB),1300082549,01/04/2020,30/04/2020,3 755,"539,29",35
3229,(0043BB),1300082549,01/05/2020,31/05/2020,3 877,"556,51",35
3230,(0043BB),1300082549,01/06/2020,30/06/2020,3 872,"555,16",35
3231,(0043BB),#,01/07/2020,31/07/2020,4 093,"587,62",35
3232,(0043BB),1300082549,01/08/2020,31/08/2020,4 183,"598,66",35
3233,(0043BB),1300082549,01/09/2020,30/09/2020,3 861,"551,86",35
3234,(0043BB),1300082549,01/10/2020,31/10/2020,3 936,"561,23",35
3235,(0043BB),1300082549,01/11/2020,30/11/2020,3 817,"528,00",35
3236,(0043BR),7230732319,01/01/2018,02/05/2018,7 547,"872,69",3
3237,(0043BR),7240675299,03/05/2018,31/12/2018,15 092,"1 747,80",3
3238,(0043BR),7010739801,01/01/2019,31/12/2019,22 430,"2 552,01",3
3239,(0044BB),18021,01/01/2018,31/03/2018,5 913,"1 037,26",11
3240,(0044BB),18039,01/04/2018,30/06/2018,5 765,"1 011,30",11
3241,(0044BB),18058,01/07/2018,30/09/2018,5 801,"1 017,61",11
3242,(0044BB),18078,01/10/2018,31/12/2018,6 134,"1 076,03",11
3243,(0044BB),19021,01/01/2019,31/03/2019,5 402,"947,62",11
3244,(0044BB),19043,01/04/2019,30/06/2019,5 325,"934,11",11
3245,(0044BB),19061,01/07/2019,30/09/2019,4 781,"838,68",11
3246,(0044BB),19083,01/10/2019,31/12/2019,4 614,"809,39",11
3247,(0044BB),20020,01/01/2020,31/03/2020,4 306,"755,36",11
3248,(0044BB),20036,01/04/2020,30/06/2020,4 540,"796,41",11
3249,(0044BB),20060,01/07/2020,30/09/2020,4 581,"803,60",11
3250,(0044BR),7240667718,01/01/2018,03/06/2018,10 976,"1 252,06",3
3251,(0044BR),7240675322,04/06/2018,31/12/2018,16 098,"1 832,37",3
3252,(0044BR),7010740232,01/01/2019,31/12/2019,28 695,"3 193,98",3
3253,(0044KO),7277191604,01/01/2018,31/05/2018,9 419,"1 253,99",31
3254,(0044KO),7293543396,01/06/2018,30/06/2018,2 116,"278,94",31
3255,(0044KO),7293752671,01/07/2018,31/07/2018,2 203,"289,58",31
3256,(0044KO),7293331014,01/08/2018,31/08/2018,2 222,"276,87",31
3257,(0044KO),7292415194,01/09/2018,30/09/2018,2 089,"262,48",31
3258,(0044KO),7293114846,01/10/2018,31/10/2018,2 125,"266,85",31
3259,(0044KO),7294313621,01/11/2018,30/11/2018,2 092,"262,85",31
3260,(0044KO),7293020499,01/12/2018,31/12/2018,2 259,"283,11",31
3261,(0044KO),7293335434,01/01/2019,31/01/2019,2 444,"335,68",31
3262,(0044KO),7294044545,01/02/2019,28/02/2019,1 961,"271,14",31
3263,(0044KO),7292604722,01/03/2019,31/03/2019,2 107,"290,65",31
3264,(0044KO),7294049310,01/04/2019,30/04/2019,2 045,"282,36",31
3265,(0044KO),7294051715,01/05/2019,31/05/2019,2 126,"293,19",31
3266,(0044KO),7293608854,01/06/2019,30/06/2019,2 178,"300,13",31
3267,(0044KO),7292425654,01/07/2019,31/07/2019,2 326,"319,91",31
3268,(0044KO),7293613757,01/08/2019,31/08/2019,2 491,"341,95",31
3269,(0044KO),7293344257,01/09/2019,30/09/2019,2 447,"336,08",31
3270,(0044KO),7292217276,01/10/2019,31/10/2019,2 600,"356,52",31
3271,(0044KO),7294323922,01/11/2019,30/11/2019,2 493,"342,22",31
3272,(0044KO),7294326246,01/12/2019,31/12/2019,2 555,"350,51",31
3273,(0044KO),7294059396,01/01/2020,31/01/2020,2 582,"352,26",31
3274,(0044KO),7294525921,01/02/2020,29/02/2020,2 582,"352,26",31
3275,(0044KO),7293937310,01/03/2020,31/03/2020,2 673,"364,31",31
3276,(0044KO),7294061862,01/04/2020,30/04/2020,2 553,"348,42",31
3277,(0044KO),7293422362,01/05/2020,31/05/2020,2 627,"358,22",31
3278,(0044KO),7292712403,01/06/2020,30/06/2020,2 587,"352,92",31
3279,(0044KO),7292714655,01/07/2020,31/07/2020,2 724,"371,07",31
3280,(0044KO),7293774998,01/08/2020,31/08/2020,2 782,"378,75",31
3281,(0044KO),7294429343,01/09/2020,30/09/2020,2 640,"359,94",31
3282,(0044KO),7294130727,01/10/2020,31/10/2020,2 701,"368,02",31
3283,(0044KO),7294332763,01/11/2020,30/11/2020,2 630,"348,41",31
3284,(0045BB),1100003011,01/01/2018,31/01/2018,725,"85,66",35
3285,(0045BB),1100003011,01/02/2018,28/02/2018,699,"83,42",35
3286,(0045BB),1100003011,01/03/2018,31/03/2018,748,"87,56",35
3287,(0045BB),1100003011,01/04/2018,30/04/2018,721,"85,39",35
3288,(0045BB),1100003011,01/05/2018,31/05/2018,767,"89,25",35
3289,(0045BB),1100003011,01/06/2018,30/06/2018,751,"87,91",35
3290,(0045BB),1100003011,01/07/2018,31/07/2018,783,"90,68",35
3291,(0045BB),1100003011,01/08/2018,31/08/2018,786,"90,97",35
3292,(0045BB),1100003011,01/09/2018,30/09/2018,814,"93,92",35
3293,(0045BB),1100003011,01/10/2018,31/10/2018,1 351,"139,63",35
3294,(0045BB),1100003011,01/11/2018,30/11/2018,1 307,"135,90",35
3295,(0045BB),1100003011,01/12/2018,31/12/2018,1 351,"139,62",35
3296,(0045BB),1100003011,01/01/2019,31/01/2019,1 354,"137,64",35
3297,(0045BB),1100003011,01/02/2019,28/02/2019,1 203,"125,33",35
3298,(0045BB),1100003011,01/03/2019,31/03/2019,1 331,"135,80",35
3299,(0045BB),1100003011,01/04/2019,30/04/2019,1 293,"132,71",35
3300,(0045BB),1100003011,01/05/2019,31/05/2019,1 342,"136,70",35
3301,(0045BB),1100003011,01/06/2019,30/06/2019,1 346,"137,10",35
3302,(0045BB),1100003011,01/07/2019,31/07/2019,1 380,"139,85",35
3303,(0045BB),1100003011,01/08/2019,31/08/2019,1 161,"121,98",35
3304,(0045BB),#,01/09/2019,30/09/2019,981,"107,27",35
3305,(0045BB),1100003011,01/10/2019,31/10/2019,1 009,"109,54",35
3306,(0045BB),1100003011,01/11/2019,30/11/2019,968,"106,19",35
3307,(0045BB),9200080255,01/12/2019,31/12/2019,996,"108,48",35
3308,(0045BB),1100003011,01/01/2020,31/01/2020,996,"130,56",35
3309,(0045BB),1100003011,01/02/2020,29/02/2020,939,"124,76",35
3310,(0045BB),1100003011,01/03/2020,31/03/2020,991,"130,05",35
3311,(0045BB),1100003011,01/04/2020,30/04/2020,960,"126,45",35
3312,(0045BB),1100003011,01/05/2020,31/05/2020,999,"130,44",35
3313,(0045BB),1100003011,01/06/2020,30/06/2020,991,"129,46",35
3314,(0045BB),#,01/07/2020,31/07/2020,1 030,"133,71",35
3315,(0045BB),1100003011,01/08/2020,31/08/2020,1 040,"134,75",35
3316,(0045BB),1100003011,01/09/2020,30/09/2020,986,"129,19",35
3317,(0045BB),1100003011,01/10/2020,31/10/2020,1 007,"131,26",35
3318,(0045BB),1100003011,01/11/2020,30/11/2020,969,"99,15",35
3319,(0045BR),7220775791,01/01/2018,31/01/2018,3 568,"387,55",35
3320,(0045BR),7210817415,01/02/2018,28/02/2018,3 245,"354,09",35
3321,(0045BR),7010677549,01/03/2018,31/03/2018,3 582,"389,01",35
3322,(0045BR),7010680438,01/04/2018,30/04/2018,3 738,"405,17",35
3323,(0045BR),7010682137,01/05/2018,31/05/2018,4 229,"456,05",35
3324,(0045BR),7200873047,01/06/2018,30/06/2018,4 442,"478,12",35
3325,(0045BR),7010687678,01/07/2018,31/07/2018,4 860,"538,25",35
3326,(0045BR),7010690351,01/08/2018,31/08/2018,5 156,"567,35",35
3327,(0045BR),7240672664,01/09/2018,30/09/2018,4 032,"462,30",35
3328,(0045BR),7010695617,01/10/2018,31/10/2018,4 027,"463,65",35
3329,(0045BR),7010698165,01/11/2018,30/11/2018,3 859,"446,16",35
3330,(0045BR),7010700707,01/12/2018,31/12/2018,4 449,"508,06",35
3331,(0045BR),7010705826,01/01/2019,31/01/2019,4 575,"508,51",35
3332,(0045BR),7010709596,01/02/2019,28/02/2019,3 715,"418,54",35
3333,(0045BR),7010713458,01/03/2019,31/03/2019,4 220,"470,78",35
3334,(0045BR),7010715460,01/04/2019,30/04/2019,4 226,"468,67",35
3335,(0045BR),7010722067,01/05/2019,31/05/2019,4 730,"519,17",35
3336,(0045BR),7010724608,01/06/2019,30/06/2019,5 195,"560,85",35
3337,(0045BR),7010726429,01/07/2019,31/07/2019,5 082,"646,33",35
3338,(0045BR),7010729457,01/08/2019,31/08/2019,5 192,"563,00",35
3339,(0045BR),7010732116,01/09/2019,30/09/2019,4 616,"506,46",35
3340,(0045BR),7111897841,01/10/2019,31/10/2019,4 533,"500,44",35
3341,(0045BR),7010737238,01/11/2019,30/11/2019,4 227,"469,86",35
3342,(0045BR),7010740688,01/12/2019,31/12/2019,4 237,"473,86",35
3343,(0045BR),7010746361,01/01/2020,31/01/2020,4 196,"556,33",35
3344,(0045BR),7010748665,01/02/2020,29/02/2020,3 998,"528,66",35
3345,(0045BR),7010752918,01/03/2020,31/03/2020,4 334,"567,80",35
3346,(0045BR),7010755640,01/04/2020,30/04/2020,4 383,"570,88",35
3347,(0045BR),7010757872,01/05/2020,31/05/2020,4 597,"596,77",35
3348,(0045BR),7010760286,01/06/2020,30/06/2020,4 873,"624,18",35
3349,(0045BR),7010762428,01/07/2020,31/07/2020,4 649,"584,72",35
3350,(0045BR),7010765495,01/08/2020,31/08/2020,4 645,"584,48",35
3351,(0045BR),7010768590,01/09/2020,30/09/2020,3 960,"502,02",35
3352,(0045BR),7010772265,01/10/2020,31/10/2020,3 357,"432,12",35
3353,(0045BR),7010775227,01/11/2020,30/11/2020,3 120,"386,05",35
3354,(0045KO),7293511512,01/01/2018,31/01/2018,2 115,"236,15",35
3355,(0045KO),7293522869,01/02/2018,28/02/2018,1 977,"223,01",35
3356,(0045KO),7294036218,01/03/2018,31/03/2018,2 109,"235,56",35
3357,(0045KO),7294503958,01/04/2018,30/04/2018,1 946,"220,05",35
3358,(0045KO),7292906570,01/05/2018,31/05/2018,2 025,"227,55",35
3359,(0045KO),7292412333,01/06/2018,30/06/2018,1 960,"221,43",35
3360,(0045KO),7293112479,01/07/2018,31/07/2018,2 032,"228,39",35
3361,(0045KO),7294312107,01/08/2018,31/08/2018,1 929,"218,60",35
3362,(0045KO),7292909849,01/09/2018,30/09/2018,1 857,"213,24",35
3363,(0045KO),7293114848,01/10/2018,31/10/2018,2 807,"304,24",35
3364,(0045KO),7293218467,01/11/2018,30/11/2018,2 775,"301,15",35
3365,(0045KO),7292603754,01/12/2018,31/12/2018,2 926,"315,60",35
3366,(0045KO),7293807394,01/01/2019,31/01/2019,2 997,"359,92",35
3367,(0045KO),7292912456,01/02/2019,28/02/2019,2 609,"317,99",35
3368,(0045KO),7292333732,01/03/2019,31/03/2019,2 840,"350,71",35
3369,(0045KO),7292513015,01/04/2019,30/04/2019,2 751,"333,28",35
3370,(0045KO),7294519309,01/05/2019,31/05/2019,2 843,"343,29",35
3371,(0045KO),7293764192,01/06/2019,30/06/2019,2 780,"336,43",35
3372,(0045KO),7293342765,01/07/2019,31/07/2019,2 885,"347,78",35
3373,(0045KO),7293418245,01/08/2019,31/08/2019,2 895,"348,91",35
3374,(0045KO),7293933482,01/09/2019,30/09/2019,2 781,"336,54",35
3375,(0045KO),7293027460,01/10/2019,31/10/2019,2 876,"357,52",35
3376,(0045KO),7293616108,01/11/2019,30/11/2019,2 768,"335,19",35
3377,(0045KO),7293229062,01/12/2019,31/12/2019,2 933,"352,96",35
3378,(0045KO),7292613362,01/01/2020,31/01/2020,2 888,"338,46",35
3379,(0045KO),7293421758,01/02/2020,29/02/2020,2 666,"315,29",35
3380,(0045KO),7292920526,01/03/2020,31/03/2020,2 823,"331,64",35
3381,(0045KO),7293230607,01/04/2020,30/04/2020,2 745,"323,52",35
3382,(0045KO),7292617948,01/05/2020,31/05/2020,2 811,"330,45",35
3383,(0045KO),7292528695,01/06/2020,30/06/2020,2 154,"262,01",35
3384,(0045KO),7294127088,01/07/2020,31/07/2020,2 034,"249,56",35
3385,(0045KO),7294528419,01/08/2020,31/08/2020,2 044,"250,53",35
3386,(0045KO),7292924376,01/09/2020,30/09/2020,1 956,"241,43",35
3387,(0045KO),7294130729,01/10/2020,31/10/2020,1 995,"245,44",35
3388,(0045KO),7292534095,01/11/2020,30/11/2020,1 910,"198,93",35
3389,(0046BB),1300082549,01/01/2018,31/01/2018,1 390,"182,61",35
3390,(0046BB),1300082549,01/02/2018,28/02/2018,1 261,"166,40",35
3391,(0046BB),1300082549,01/03/2018,31/03/2018,1 379,"180,44",35
3392,(0046BB),1300082549,01/04/2018,30/04/2018,1 333,"174,95",35
3393,(0046BB),1300082549,01/05/2018,31/05/2018,1 381,"181,18",35
3394,(0046BB),1300082549,01/06/2018,30/06/2018,1 350,"177,42",35
3395,(0046BB),1300082549,01/07/2018,31/07/2018,1 400,"183,82",35
3396,(0046BB),1300082549,01/08/2018,31/08/2018,1 415,"185,99",35
3397,(0046BB),1300082549,01/09/2018,30/09/2018,1 340,"177,22",35
3398,(0046BB),1300082549,01/10/2018,31/10/2018,1 368,"180,48",35
3399,(0046BB),1300082549,01/11/2018,30/11/2018,1 316,"174,12",35
3400,(0046BB),1300082549,01/12/2018,31/12/2018,1 347,"177,83",35
3401,(0046BB),1300003030,01/01/2019,31/01/2019,1 356,"171,26",35
3402,(0046BB),1300003030,01/02/2019,28/02/2019,1 216,"154,54",35
3403,(0046BB),1300003030,01/03/2019,31/03/2019,1 340,"169,25",35
3404,(0046BB),1300003030,01/04/2019,30/04/2019,1 298,"164,37",35
3405,(0046BB),1300003030,01/05/2019,31/05/2019,1 337,"168,90",35
3406,(0046BB),1300003030,01/06/2019,30/06/2019,1 339,"169,85",35
3407,(0046BB),1300003030,01/07/2019,31/07/2019,1 382,"174,75",35
3408,(0046BB),1300003030,01/08/2019,31/08/2019,1 454,"183,49",35
3409,(0046BB),#,01/09/2019,30/09/2019,1 324,"167,66",35
3410,(0046BB),1300003030,01/10/2019,31/10/2019,1 415,"178,56",35
3411,(0046BB),1300003030,01/11/2019,30/11/2019,1 382,"174,95",35
3412,(0046BB),9200078815,01/12/2019,31/12/2019,1 365,"172,47",35
3413,(0046BB),1300003030,01/01/2020,31/01/2020,1 360,"210,91",35
3414,(0046BB),1300003030,01/02/2020,29/02/2020,1 283,"199,26",35
3415,(0046BB),1300003030,01/03/2020,31/03/2020,1 366,"211,72",35
3416,(0046BB),1300003030,01/04/2020,30/04/2020,1 327,"205,14",35
3417,(0046BB),1300003030,01/05/2020,31/05/2020,1 378,"212,47",35
3418,(0046BB),1300003030,01/06/2020,30/06/2020,1 365,"210,51",35
3419,(0046BB),#,01/07/2020,31/07/2020,1 419,"218,48",35
3420,(0046BB),1300003030,01/08/2020,31/08/2020,1 425,"219,51",35
3421,(0046BB),1300003030,01/09/2020,30/09/2020,1 346,"207,66",35
3422,(0046BB),1300003030,01/10/2020,31/10/2020,1 378,"212,23",35
3423,(0046BB),1300003030,01/11/2020,30/11/2020,1 324,"182,92",35
3424,(0046BR),7010671121,01/01/2018,31/01/2018,2 547,"282,09",35
3425,(0046BR),7010674536,01/02/2018,28/02/2018,2 288,"254,37",35
3426,(0046BR),7010677303,01/03/2018,31/03/2018,2 550,"282,33",35
3427,(0046BR),7010680430,01/04/2018,30/04/2018,2 617,"288,29",35
3428,(0046BR),7010682689,01/05/2018,31/05/2018,2 849,"312,12",35
3429,(0046BR),7010685153,01/06/2018,30/06/2018,2 828,"309,58",35
3430,(0046BR),7010687605,01/07/2018,31/07/2018,2 963,"324,00",35
3431,(0046BR),7010690122,01/08/2018,31/08/2018,3 053,"333,27",35
3432,(0046BR),7010693510,01/09/2018,30/09/2018,2 699,"298,84",35
3433,(0046BR),7010696602,01/10/2018,31/10/2018,2 652,"294,74",35
3434,(0046BR),7010698523,01/11/2018,30/11/2018,2 513,"280,17",35
3435,(0046BR),7010701285,01/12/2018,31/12/2018,2 836,"314,87",35
3436,(0046BR),7010705839,01/01/2019,31/01/2019,3 016,"326,12",35
3437,(0046BR),7010710054,01/02/2019,28/02/2019,2 762,"299,07",35
3438,(0046BR),7010713168,01/03/2019,31/03/2019,3 096,"333,87",35
3439,(0046BR),7010718299,01/04/2019,30/04/2019,3 038,"327,41",35
3440,(0046BR),7010722173,01/05/2019,31/05/2019,3 156,"339,78",35
3441,(0046BR),7010724621,01/06/2019,30/06/2019,3 271,"350,98",35
3442,(0046BR),7010727192,01/07/2019,31/07/2019,3 383,"362,19",35
3443,(0046BR),7010729531,01/08/2019,31/08/2019,2 963,"319,54",35
3444,(0046BR),7010731590,01/09/2019,30/09/2019,2 741,"297,03",35
3445,(0046BR),7010735200,01/10/2019,31/10/2019,2 771,"300,69",35
3446,(0046BR),7010737367,01/11/2019,30/11/2019,2 637,"286,89",35
3447,(0046BR),7010740643,01/12/2019,31/12/2019,2 711,"294,83",35
3448,(0046BR),7010745551,01/01/2020,31/01/2020,2 803,"361,80",35
3449,(0046BR),7010749427,01/02/2020,29/02/2020,2 762,"356,16",35
3450,(0046BR),7010752580,01/03/2020,31/03/2020,2 906,"372,53",35
3451,(0046BR),7010755366,01/04/2020,30/04/2020,2 819,"361,38",35
3452,(0046BR),7010757787,01/05/2020,31/05/2020,2 940,"376,37",35
3453,(0046BR),7010760352,01/06/2020,30/06/2020,2 936,"375,27",35
3454,(0046BR),7010762664,01/07/2020,31/07/2020,3 137,"399,80",35
3455,(0046BR),7010766224,01/08/2020,31/08/2020,3 208,"408,37",35
3456,(0046BR),7010768671,01/09/2020,30/09/2020,3 032,"387,16",35
3457,(0046BR),7010772334,01/10/2020,31/10/2020,3 029,"387,52",35
3458,(0046BR),7010775129,01/11/2020,30/11/2020,2 880,"369,16",35
3459,(0046KO),7293511510,01/01/2018,31/01/2018,2 259,"278,17",35
3460,(0046KO),7293522867,01/02/2018,28/02/2018,2 035,"251,18",35
3461,(0046KO),7293319851,01/03/2018,31/03/2018,2 280,"280,70",35
3462,(0046KO),7293534003,01/04/2018,30/04/2018,2 200,"271,06",35
3463,(0046KO),7293413195,01/05/2018,31/05/2018,2 305,"283,72",35
3464,(0046KO),7293543396,01/06/2018,30/06/2018,2 273,"279,86",35
3465,(0046KO),7293752671,01/07/2018,31/07/2018,2 353,"289,66",35
3466,(0046KO),7293331014,01/08/2018,31/08/2018,2 394,"294,61",35
3467,(0046KO),7292415194,01/09/2018,30/09/2018,2 216,"274,89",35
3468,(0046KO),7293114846,01/10/2018,31/10/2018,2 255,"279,62",35
3469,(0046KO),7294313621,01/11/2018,30/11/2018,2 180,"270,52",35
3470,(0046KO),7293020499,01/12/2018,31/12/2018,2 255,"279,62",35
3471,(0046KO),7293335434,01/01/2019,31/01/2019,2 285,"311,39",35
3472,(0046KO),7294044545,01/02/2019,28/02/2019,2 022,"276,25",35
3473,(0046KO),7292604722,01/03/2019,31/03/2019,2 230,"304,04",35
3474,(0046KO),7294049310,01/04/2019,30/04/2019,2 164,"295,22",35
3475,(0046KO),7294051715,01/05/2019,31/05/2019,2 236,"304,84",35
3476,(0046KO),7293608854,01/06/2019,30/06/2019,2 280,"310,72",35
3477,(0046KO),7292425654,01/07/2019,31/07/2019,2 305,"314,06",35
3478,(0046KO),7293613757,01/08/2019,31/08/2019,2 308,"314,46",35
3479,(0046KO),7293344257,01/09/2019,30/09/2019,2 175,"296,69",35
3480,(0046KO),7292217276,01/10/2019,31/10/2019,2 242,"305,64",35
3481,(0046KO),7294323922,01/11/2019,30/11/2019,2 185,"298,03",35
3482,(0046KO),7294326246,01/12/2019,31/12/2019,2 274,"309,92",35
3483,(0046KO),7294059396,01/01/2020,31/01/2020,2 265,"306,86",35
3484,(0046KO),7294525921,01/02/2020,29/02/2020,2 110,"286,33",35
3485,(0046KO),7293937310,01/03/2020,31/03/2020,2 262,"306,47",35
3486,(0046KO),7294061862,01/04/2020,30/04/2020,2 196,"297,72",35
3487,(0046KO),7293422362,01/05/2020,31/05/2020,2 279,"308,72",35
3488,(0046KO),7292712403,01/06/2020,30/06/2020,2 354,"318,65",35
3489,(0046KO),7292714655,01/07/2020,31/07/2020,2 679,"361,71",35
3490,(0046KO),7293774998,01/08/2020,31/08/2020,2 765,"373,10",35
3491,(0046KO),7294429343,01/09/2020,30/09/2020,2 595,"350,58",35
3492,(0046KO),7294130727,01/10/2020,31/10/2020,2 649,"357,73",35
3493,(0046KO),7294332763,01/11/2020,30/11/2020,2 552,"355,74",35
3494,(0047BB),1300003027,01/01/2018,31/12/2018,14 537,"2 086,59",2
3495,(0047BB),9200078808,01/01/2019,31/12/2019,19 838,"2 695,42",2
3496,(0047BR),7010671121,01/01/2018,31/01/2018,2 901,"315,95",35
3497,(0047BR),7010674536,01/02/2018,28/02/2018,2 643,"288,52",35
3498,(0047BR),7010677303,01/03/2018,31/03/2018,2 922,"318,01",35
3499,(0047BR),7010680430,01/04/2018,30/04/2018,2 937,"318,86",35
3500,(0047BR),7010682689,01/05/2018,31/05/2018,3 121,"337,65",35
3501,(0047BR),7010685153,01/06/2018,30/06/2018,3 066,"331,49",35
3502,(0047BR),7010687605,01/07/2018,31/07/2018,3 237,"349,23",35
3503,(0047BR),7010690122,01/08/2018,31/08/2018,3 304,"355,91",35
3504,(0047BR),7010693510,01/09/2018,30/09/2018,2 990,"326,17",35
3505,(0047BR),7010696602,01/10/2018,31/10/2018,2 998,"327,52",35
3506,(0047BR),7010698523,01/11/2018,30/11/2018,2 855,"312,50",35
3507,(0047BR),7010701285,01/12/2018,31/12/2018,2 909,"318,24",35
3508,(0047BR),7010705839,01/01/2019,31/01/2019,2 903,"309,96",35
3509,(0047BR),7010710054,01/02/2019,28/02/2019,2 651,"283,74",35
3510,(0047BR),7010713168,01/03/2019,31/03/2019,2 842,"303,65",35
3511,(0047BR),7010718299,01/04/2019,30/04/2019,2 760,"295,09",35
3512,(0047BR),7010722173,01/05/2019,31/05/2019,2 865,"305,91",35
3513,(0047BR),7010724621,01/06/2019,30/06/2019,2 979,"316,69",35
3514,(0047BR),7010727192,01/07/2019,31/07/2019,3 062,"325,31",35
3515,(0047BR),7010729531,01/08/2019,31/08/2019,3 148,"333,87",35
3516,(0047BR),7010731590,01/09/2019,30/09/2019,2 889,"307,68",35
3517,(0047BR),7010735200,01/10/2019,31/10/2019,2 946,"313,71",35
3518,(0047BR),7010737367,01/11/2019,30/11/2019,2 824,"301,06",35
3519,(0047BR),7010740643,01/12/2019,31/12/2019,2 871,"305,99",35
3520,(0047BR),7010745551,01/01/2020,31/01/2020,2 985,"378,84",35
3521,(0047BR),7010749427,01/02/2020,29/02/2020,2 936,"372,62",35
3522,(0047BR),7010752580,01/03/2020,31/03/2020,3 138,"395,74",35
3523,(0047BR),7010755366,01/04/2020,30/04/2020,3 063,"386,41",35
3524,(0047BR),7010757787,01/05/2020,31/05/2020,3 149,"396,96",35
3525,(0047BR),7010760352,01/06/2020,30/06/2020,3 107,"391,50",35
3526,(0047BR),7010762664,01/07/2020,31/07/2020,3 316,"416,89",35
3527,(0047BR),7010766224,01/08/2020,31/08/2020,3 376,"424,20",35
3528,(0047BR),7010768671,01/09/2020,30/09/2020,3 169,"399,11",35
3529,(0047BR),7010772334,01/10/2020,31/10/2020,3 221,"405,79",35
3530,(0047BR),7010775129,01/11/2020,30/11/2020,3 105,"391,49",35
3531,(0047KO),7247297693,01/01/2018,31/07/2018,9 573,"1 320,77",29
3532,(0047KO),7293331014,01/08/2018,31/08/2018,1 452,"199,04",29
3533,(0047KO),7292415194,01/09/2018,30/09/2018,1 368,"189,99",29
3534,(0047KO),7293114846,01/10/2018,31/10/2018,1 398,"177,43",29
3535,(0047KO),7294313621,01/11/2018,30/11/2018,1 342,"170,64",29
3536,(0047KO),7293020499,01/12/2018,31/12/2018,1 378,"175,01",29
3537,(0047KO),7293335434,01/01/2019,31/01/2019,1 392,"193,89",29
3538,(0047KO),7294044545,01/02/2019,28/02/2019,1 247,"174,52",29
3539,(0047KO),7292604722,01/03/2019,31/03/2019,1 382,"192,56",29
3540,(0047KO),7294049310,01/04/2019,30/04/2019,1 332,"185,88",29
3541,(0047KO),7294051715,01/05/2019,31/05/2019,1 369,"190,82",29
3542,(0047KO),7293608854,01/06/2019,30/06/2019,1 373,"191,35",29
3543,(0047KO),7292425654,01/07/2019,31/07/2019,1 494,"207,52",29
3544,(0047KO),7293613757,01/08/2019,31/08/2019,1 461,"203,11",29
3545,(0047KO),7293344257,01/09/2019,30/09/2019,1 325,"184,94",29
3546,(0047KO),7292217276,01/10/2019,31/10/2019,1 375,"191,62",29
3547,(0047KO),7294323922,01/11/2019,30/11/2019,1 343,"187,34",29
3548,(0047KO),7294326246,01/12/2019,31/12/2019,1 388,"193,36",29
3549,(0047KO),7294059396,01/01/2020,31/01/2020,1 396,"193,78",29
3550,(0047KO),7294525921,01/02/2020,29/02/2020,1 299,"180,93",29
3551,(0047KO),7293937310,01/03/2020,31/03/2020,1 395,"193,65",29
3552,(0047KO),7294061862,01/04/2020,30/04/2020,1 358,"188,75",29
3553,(0047KO),7293422362,01/05/2020,31/05/2020,1 411,"195,77",29
3554,(0047KO),7292712403,01/06/2020,30/06/2020,1 374,"190,87",29
3555,(0047KO),7292714655,01/07/2020,31/07/2020,1 535,"212,20",29
3556,(0047KO),7293774998,01/08/2020,31/08/2020,1 560,"215,51",29
3557,(0047KO),7294429343,01/09/2020,30/09/2020,1 485,"205,57",29
3558,(0047KO),7294130727,01/10/2020,31/10/2020,1 522,"210,48",29
3559,(0047KO),7294332763,01/11/2020,30/11/2020,1 474,"195,27",29
3560,(0048BB),1300082549,01/01/2018,31/01/2018,2 125,"288,14",35
3561,(0048BB),1300082549,01/02/2018,28/02/2018,1 932,"263,82",35
3562,(0048BB),1300082549,01/03/2018,31/03/2018,2 134,"289,26",35
3563,(0048BB),1300082549,01/04/2018,30/04/2018,2 115,"274,28",35
3564,(0048BB),1300082549,01/05/2018,31/05/2018,2 212,"286,88",35
3565,(0048BB),1300082549,01/06/2018,30/06/2018,2 161,"280,36",35
3566,(0048BB),1300082549,01/07/2018,31/07/2018,2 241,"290,79",35
3567,(0048BB),1300082549,01/08/2018,31/08/2018,2 256,"292,67",35
3568,(0048BB),1300082549,01/09/2018,30/09/2018,2 129,"278,05",35
3569,(0048BB),1300082549,01/10/2018,31/10/2018,2 176,"283,73",35
3570,(0048BB),1300082549,01/11/2018,30/11/2018,3 007,"385,73",35
3571,(0048BB),1300082549,01/12/2018,31/12/2018,3 239,"415,56",35
3572,(0048BB),1300003030,01/01/2019,31/01/2019,3 301,"403,77",35
3573,(0048BB),1300003030,01/02/2019,28/02/2019,2 630,"321,74",35
3574,(0048BB),1300003030,01/03/2019,31/03/2019,2 590,"315,46",35
3575,(0048BB),1300003030,01/04/2019,30/04/2019,2 272,"278,38",35
3576,(0048BB),1300003030,01/05/2019,31/05/2019,2 275,"280,69",35
3577,(0048BB),1300003030,01/06/2019,30/06/2019,2 171,"270,70",35
3578,(0048BB),1300003030,01/07/2019,31/07/2019,2 167,"268,99",35
3579,(0048BB),1300003030,01/08/2019,31/08/2019,2 305,"285,69",35
3580,(0048BB),#,01/09/2019,30/09/2019,2 405,"297,74",35
3581,(0048BB),1300003030,01/10/2019,31/10/2019,2 608,"321,92",35
