,SITE_NAME,INVOICE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,FACT_NBR
3582,(0048BB),1300003030,01/11/2019,30/11/2019,2 535,"313,10",35
3583,(0048BB),9200078815,01/12/2019,31/12/2019,2 585,"318,85",35
3584,(0048BB),1300003030,01/01/2020,31/01/2020,2 590,"367,93",35
3585,(0048BB),1300003030,01/02/2020,29/02/2020,2 437,"346,87",35
3586,(0048BB),1300003030,01/03/2020,31/03/2020,2 686,"384,07",35
3587,(0048BB),1300003030,01/04/2020,30/04/2020,2 514,"359,10",35
3588,(0048BB),1300003030,01/05/2020,31/05/2020,2 606,"371,95",35
3589,(0048BB),1300003030,01/06/2020,30/06/2020,2 558,"365,27",35
3590,(0048BB),#,01/07/2020,31/07/2020,2 664,"378,86",35
3591,(0048BB),1300003030,01/08/2020,31/08/2020,2 690,"381,45",35
3592,(0048BB),1300003030,01/09/2020,30/09/2020,2 611,"370,76",35
3593,(0048BB),1300003030,01/10/2020,31/10/2020,2 668,"378,20",35
3594,(0048BB),1300003030,01/11/2020,30/11/2020,2 561,"354,62",35
3595,(0048BR),90060853,01/01/2018,31/01/2018,5 437,"488,50",35
3596,(0048BR),90060998,01/02/2018,28/02/2018,5 600,"503,17",35
3597,(0048BR),90061150,01/03/2018,31/03/2018,5 923,"532,19",35
3598,(0048BR),90061295,01/04/2018,30/04/2018,6 247,"561,30",35
3599,(0048BR),90061442,01/05/2018,31/05/2018,6 610,"593,92",35
3600,(0048BR),90061612,01/06/2018,30/06/2018,4 645,"417,36",35
3601,(0048BR),90061781,01/07/2018,31/07/2018,5 308,"476,93",35
3602,(0048BR),90061893,01/08/2018,31/08/2018,5 705,"512,60",35
3603,(0048BR),90062020,01/09/2018,30/09/2018,4 028,"361,92",35
3604,(0048BR),90062295,01/10/2018,31/10/2018,5 124,"567,33",35
3605,(0048BR),90062498,01/11/2018,30/11/2018,4 560,"504,89",35
3606,(0048BR),90062673,01/12/2018,31/12/2018,4 857,"497,51",35
3607,(0048BR),90062910,01/01/2019,31/01/2019,4 208,"443,21",35
3608,(0048BR),90063025,01/02/2019,28/02/2019,4 115,"434,71",35
3609,(0048BR),90063133,01/03/2019,31/03/2019,4 325,"454,57",35
3610,(0048BR),90063269,01/04/2019,30/04/2019,5 145,"531,49",35
3611,(0048BR),90063425,01/05/2019,31/05/2019,4 841,"503,08",35
3612,(0048BR),90063568,01/06/2019,30/06/2019,4 558,"474,84",35
3613,(0048BR),90063698,01/07/2019,31/07/2019,4 880,"504,78",35
3614,(0048BR),90063843,01/08/2019,31/08/2019,5 520,"565,14",35
3615,(0048BR),90063988,01/09/2019,30/09/2019,4 510,"472,34",35
3616,(0048BR),90064240,01/10/2019,31/10/2019,4 790,"498,14",35
3617,(0048BR),90064465,01/11/2019,30/11/2019,4 500,"470,24",35
3618,(0048BR),90064632,01/12/2019,31/12/2019,5 250,"541,93",35
3619,(0048BR),90064894,01/01/2020,31/01/2020,4 272,"495,67",35
3620,(0048BR),90064953,01/02/2020,29/02/2020,4 608,"530,42",35
3621,(0048BR),90065141,01/03/2020,31/03/2020,5 040,"575,98",35
3622,(0048BR),90065237,01/04/2020,30/04/2020,4 680,"538,90",35
3623,(0048BR),90065374,01/05/2020,31/05/2020,4 830,"554,86",35
3624,(0048BR),90065549,01/06/2020,30/06/2020,5 320,"603,73",35
3625,(0048BR),90065715,01/07/2020,31/07/2020,5 220,"591,83",35
3626,(0048BR),90065856,01/08/2020,31/08/2020,5 700,"639,84",35
3627,(0048BR),90066027,01/09/2020,30/09/2020,4 685,"538,34",35
3628,(0048BR),90066182,01/10/2020,31/10/2020,4 405,"509,21",35
3629,(0048BR),90066382,01/11/2020,30/11/2020,5 050,"576,69",35
3630,(0048KO),6190200044,01/01/2018,31/12/2018,10 023,"1 352,09",2
3631,(0048KO),6200200044,01/01/2019,31/12/2019,9 886,"1 273,94",2
3632,(0049BB),1300082549,01/01/2018,31/01/2018,2 243,"292,55",35
3633,(0049BB),1300082549,01/02/2018,28/02/2018,2 026,"265,23",35
3634,(0049BB),1300082549,01/03/2018,31/03/2018,2 236,"291,83",35
3635,(0049BB),1300082549,01/04/2018,30/04/2018,2 212,"289,49",35
3636,(0049BB),1300082549,01/05/2018,31/05/2018,2 329,"305,08",35
3637,(0049BB),1300082549,01/06/2018,30/06/2018,2 271,"297,29",35
3638,(0049BB),1300082549,01/07/2018,31/07/2018,2 344,"306,83",35
3639,(0049BB),1300082549,01/08/2018,31/08/2018,2 378,"311,62",35
3640,(0049BB),1300082549,01/09/2018,30/09/2018,2 234,"294,55",35
3641,(0049BB),1300082549,01/10/2018,31/10/2018,2 275,"299,25",35
3642,(0049BB),1300082549,01/11/2018,30/11/2018,2 179,"286,94",35
3643,(0049BB),1300082549,01/12/2018,31/12/2018,2 230,"292,99",35
3644,(0049BB),1300082549,01/01/2019,31/01/2019,2 242,"281,35",35
3645,(0049BB),1300082549,01/02/2019,28/02/2019,2 020,"254,87",35
3646,(0049BB),1300082549,01/03/2019,31/03/2019,2 215,"278,39",35
3647,(0049BB),1300082549,01/04/2019,30/04/2019,2 163,"272,35",35
3648,(0049BB),1300082549,01/05/2019,31/05/2019,2 251,"282,96",35
3649,(0049BB),1300082549,01/06/2019,30/06/2019,2 289,"288,83",35
3650,(0049BB),1300082549,01/07/2019,31/07/2019,2 216,"279,40",35
3651,(0049BB),1300082549,01/08/2019,31/08/2019,2 317,"291,19",35
3652,(0049BB),#,01/09/2019,30/09/2019,2 494,"312,02",35
3653,(0049BB),1300082549,01/10/2019,31/10/2019,2 670,"332,70",35
3654,(0049BB),1300082549,01/11/2019,30/11/2019,2 594,"323,32",35
3655,(0049BB),9200080633,01/12/2019,31/12/2019,2 625,"326,78",35
3656,(0049BB),1300082549,01/01/2020,31/01/2020,2 627,"376,24",35
3657,(0049BB),1300082549,01/02/2020,29/02/2020,2 473,"355,02",35
3658,(0049BB),1300082549,01/03/2020,31/03/2020,2 719,"391,39",35
3659,(0049BB),1300082549,01/04/2020,30/04/2020,2 595,"373,50",35
3660,(0049BB),1300082549,01/05/2020,31/05/2020,2 684,"385,80",35
3661,(0049BB),1300082549,01/06/2020,30/06/2020,2 647,"380,88",35
3662,(0049BB),#,01/07/2020,31/07/2020,2 785,"399,13",35
3663,(0049BB),1300082549,01/08/2020,31/08/2020,2 861,"409,27",35
3664,(0049BB),1300082549,01/09/2020,30/09/2020,2 708,"387,38",35
3665,(0049BB),1300082549,01/10/2020,31/10/2020,2 781,"397,05",35
3666,(0049BB),1300082549,01/11/2020,30/11/2020,2 663,"368,73",35
3667,(0050BR),180100067,01/01/2018,31/01/2018,2 317,"262,56",33
3668,(0050BR),18VF0129,01/02/2018,31/03/2018,5 056,"578,00",33
3669,(0050BR),18VF0166,01/04/2018,30/04/2018,2 217,"262,32",33
3670,(0050BR),18FV0202,01/05/2018,31/05/2018,2 563,"305,82",33
3671,(0050BR),18FV0239,01/06/2018,30/06/2018,2 757,"328,97",33
3672,(0050BR),18FV0281,01/07/2018,31/07/2018,2 322,"281,71",33
3673,(0050BR),18FV0318,01/08/2018,31/08/2018,2 145,"258,09",33
3674,(0050BR),18FV0359,01/09/2018,30/09/2018,3 050,"363,93",33
3675,(0050BR),18FV0399,01/10/2018,31/10/2018,2 471,"287,43",33
3676,(0050BR),18FV0423,01/11/2018,30/11/2018,2 501,"293,42",33
3677,(0050BR),18FV0483,01/12/2018,31/12/2018,3 007,"355,79",33
3678,(0050BR),19FV0052,01/01/2019,31/01/2019,3 177,"480,74",33
3679,(0050BR),19FV0142,01/02/2019,31/03/2019,5 759,"802,34",33
3680,(0050BR),19FV0188,01/04/2019,30/04/2019,4 125,"578,82",33
3681,(0050BR),19FV0258,01/05/2019,31/05/2019,1 763,"247,38",33
3682,(0050BR),19FV0308,01/06/2019,30/06/2019,3 164,"443,97",33
3683,(0050BR),19FV0329,01/07/2019,31/07/2019,2 836,"400,78",33
3684,(0050BR),19FV0379,01/08/2019,31/08/2019,3 001,"424,10",33
3685,(0050BR),19FV0425,01/09/2019,30/09/2019,2 476,"349,91",33
3686,(0050BR),19FV0470,01/10/2019,31/10/2019,2 736,"383,92",33
3687,(0050BR),19FV0515,01/11/2019,30/11/2019,2 549,"360,22",33
3688,(0050BR),19FV0542,01/12/2019,31/12/2019,2 684,"376,62",33
3689,(0050BR),200078,01/01/2020,31/01/2020,2 876,"389,18",33
3690,(0050BR),200099,01/02/2020,29/02/2020,2 702,"365,63",33
3691,(0050BR),200144,01/03/2020,31/03/2020,3 103,"419,90",33
3692,(0050BR),200194,01/04/2020,30/04/2020,2 705,"363,34",33
3693,(0050BR),200242,01/05/2020,31/05/2020,2 738,"367,77",33
3694,(0050BR),200293,01/06/2020,30/06/2020,3 055,"413,40",33
3695,(0050BR),200346,01/07/2020,31/07/2020,3 354,"453,86",33
3696,(0050BR),200420,01/08/2020,31/08/2020,2 984,"400,81",33
3697,(0050BR),200444,01/09/2020,30/09/2020,2 686,"363,47",33
3698,(0050BR),200491,01/10/2020,31/10/2020,3 046,"406,09",33
3699,(0050BR),200540,01/11/2020,30/11/2020,2 424,"323,17",33
3700,(0050KO),7293511512,01/01/2018,31/01/2018,1 045,"134,51",35
3701,(0050KO),7293522869,01/02/2018,28/02/2018,953,"125,72",35
3702,(0050KO),7294036218,01/03/2018,31/03/2018,1 042,"134,21",35
3703,(0050KO),7294503958,01/04/2018,30/04/2018,1 013,"131,45",35
3704,(0050KO),7292906570,01/05/2018,31/05/2018,1 070,"136,88",35
3705,(0050KO),7292412333,01/06/2018,30/06/2018,1 044,"134,41",35
3706,(0050KO),7293112479,01/07/2018,31/07/2018,1 092,"139,03",35
3707,(0050KO),7294312107,01/08/2018,31/08/2018,1 149,"144,47",35
3708,(0050KO),7292909849,01/09/2018,30/09/2018,1 083,"138,99",35
3709,(0050KO),7293114848,01/10/2018,31/10/2018,1 069,"137,70",35
3710,(0050KO),7293218467,01/11/2018,30/11/2018,1 189,"149,16",35
3711,(0050KO),7292603754,01/12/2018,31/12/2018,1 897,"217,03",35
3712,(0050KO),7293807394,01/01/2019,31/01/2019,1 902,"241,55",35
3713,(0050KO),7292912456,01/02/2019,28/02/2019,1 722,"222,10",35
3714,(0050KO),7292333732,01/03/2019,31/03/2019,1 905,"241,89",35
3715,(0050KO),7292513015,01/04/2019,30/04/2019,1 848,"235,70",35
3716,(0050KO),7294519309,01/05/2019,31/05/2019,1 917,"243,12",35
3717,(0050KO),7293764192,01/06/2019,30/06/2019,1 877,"238,85",35
3718,(0050KO),7293342765,01/07/2019,31/07/2019,1 931,"244,70",35
3719,(0050KO),7293418245,01/08/2019,31/08/2019,1 941,"245,71",35
3720,(0050KO),7293933482,01/09/2019,30/09/2019,1 861,"237,05",35
3721,(0050KO),7293027460,01/10/2019,31/10/2019,1 921,"243,57",35
3722,(0050KO),7293616108,01/11/2019,30/11/2019,1 863,"237,28",35
3723,(0050KO),7293229062,01/12/2019,31/12/2019,1 917,"243,12",35
3724,(0050KO),7292613362,01/01/2020,31/01/2020,1 901,"235,69",35
3725,(0050KO),7293421758,01/02/2020,29/02/2020,1 788,"223,89",35
3726,(0050KO),7292920526,01/03/2020,31/03/2020,1 913,"236,89",35
3727,(0050KO),7293230607,01/04/2020,30/04/2020,1 858,"231,25",35
3728,(0050KO),7292617948,01/05/2020,31/05/2020,1 925,"238,19",35
3729,(0050KO),7292528695,01/06/2020,30/06/2020,1 876,"233,10",35
3730,(0050KO),7294127088,01/07/2020,31/07/2020,1 490,"192,92",35
3731,(0050KO),7294528419,01/08/2020,31/08/2020,1 459,"189,67",35
3732,(0050KO),7292924376,01/09/2020,30/09/2020,1 398,"183,28",35
3733,(0050KO),7294130729,01/10/2020,31/10/2020,1 448,"188,48",35
3734,(0050KO),7292534095,01/11/2020,30/11/2020,1 398,"145,54",35
3735,(0051BB),1300003028,01/01/2018,31/12/2018,19 535,"2 735,01",2
3736,(0051BB),9200078809,01/01/2019,31/12/2019,20 815,"2 809,52",2
3737,(0051BR),7180989940,15/05/2018,31/12/2018,23 941,"2 756,43",2
3738,(0051BR),7010739176,01/01/2019,31/12/2019,34 399,"3 921,14",2
3739,(0051KO),7293511510,01/01/2018,31/01/2018,1 114,"162,27",37
3740,(0051KO),7293522867,01/02/2018,28/02/2018,1 031,"149,72",37
3741,(0051KO),7293319851,01/03/2018,31/03/2018,1 123,"163,50",37
3742,(0051KO),7293534003,01/04/2018,30/04/2018,1 080,"158,71",37
3743,(0051KO),7293413195,01/05/2018,31/05/2018,1 141,"166,48",37
3744,(0051KO),7293543396,01/06/2018,30/06/2018,1 108,"161,67",37
3745,(0051KO),7293752671,01/07/2018,31/07/2018,1 121,"152,54",37
3746,(0051KO),7293331014,01/08/2018,31/08/2018,1 120,"146,75",37
3747,(0051KO),7292415194,01/09/2018,30/09/2018,1 546,"199,11",37
3748,(0051KO),7293114846,01/10/2018,31/10/2018,1 710,"219,07",37
3749,(0051KO),7294313621,01/11/2018,30/11/2018,1 652,"211,89",37
3750,(0051KO),7293020499,01/12/2018,31/12/2018,1 689,"216,43",37
3751,(0051KO),7293335434,01/01/2019,31/01/2019,1 708,"239,75",37
3752,(0051KO),7294044545,01/02/2019,28/02/2019,1 541,"217,14",37
3753,(0051KO),7292604722,01/03/2019,31/03/2019,1 708,"239,75",37
3754,(0051KO),7294049310,01/04/2019,30/04/2019,1 663,"233,65",37
3755,(0051KO),7294051715,01/05/2019,31/05/2019,1 718,"241,18",37
3756,(0051KO),7293608854,01/06/2019,30/06/2019,1 732,"243,05",37
3757,(0051KO),7292425654,01/07/2019,31/07/2019,1 761,"247,08",37
3758,(0051KO),7293613757,01/08/2019,31/08/2019,1 776,"249,08",37
3759,(0051KO),7293344257,01/09/2019,30/09/2019,1 562,"226,76",37
3760,(0051KO),7292217276,01/10/2019,31/10/2019,1 689,"247,63",37
3761,(0051KO),7294323922,01/11/2019,30/11/2019,1 613,"236,93",37
3762,(0051KO),7294326246,01/12/2019,31/12/2019,1 666,"244,46",37
3763,(0051KO),7294059396,01/01/2020,31/01/2020,1 666,"251,86",37
3764,(0051KO),7294525921,01/02/2020,29/02/2020,1 554,"236,00",37
3765,(0051KO),7293937310,01/03/2020,31/03/2020,1 690,"256,25",37
3766,(0051KO),7294061862,01/04/2020,30/04/2020,1 490,"225,74",37
3767,(0051KO),7293422362,01/05/2020,31/05/2020,1 463,"221,48",37
3768,(0051KO),7292712403,01/06/2020,30/06/2020,1 443,"218,05",37
3769,(0051KO),7292714655,01/07/2020,31/07/2020,1 483,"223,98",37
3770,(0051KO),7293774998,01/08/2020,31/08/2020,1 496,"225,66",37
3771,(0051KO),7294429343,01/09/2020,30/09/2020,830,"129,67",37
3772,(0051KO),2020090001,03/09/2020,30/09/2020,597,"97,57",37
3773,(0051KO),2020100001,01/10/2020,31/10/2020,1 465,"217,49",37
3774,(0051KO),7295030734,01/10/2020,31/10/2020,-371,"-49,15",37
3775,(0051KO),2020110007,01/11/2020,30/11/2020,1 352,"202,03",37
3776,(0052BR),8839001999,01/01/2018,31/01/2018,2 384,"219,64",35
3777,(0052BR),8839003916,01/02/2018,28/02/2018,2 123,"189,24",35
3778,(0052BR),8839005965,01/03/2018,31/03/2018,2 467,"215,57",35
3779,(0052BR),8839007890,01/04/2018,30/04/2018,2 382,"208,59",35
3780,(0052BR),8839009838,01/05/2018,31/05/2018,2 478,"217,00",35
3781,(0052BR),8839011741,01/06/2018,30/06/2018,2 590,"229,91",35
3782,(0052BR),8839013848,01/07/2018,31/07/2018,2 953,"270,23",35
3783,(0052BR),8839015128,01/08/2018,31/08/2018,2 386,"218,56",35
3784,(0052BR),8839016958,01/09/2018,30/09/2018,2 525,"232,81",35
3785,(0052BR),8839019117,01/10/2018,31/10/2018,2 487,"230,05",35
3786,(0052BR),8839020754,01/11/2018,30/11/2018,2 384,"221,24",35
3787,(0052BR),8839021723,01/12/2018,31/12/2018,2 401,"227,61",35
3788,(0052BR),8939001880,01/01/2019,31/01/2019,2 478,"236,05",35
3789,(0052BR),8939003613,01/02/2019,28/02/2019,2 223,"208,00",35
3790,(0052BR),8939005462,01/03/2019,31/03/2019,2 192,"204,29",35
3791,(0052BR),8939007103,01/04/2019,30/04/2019,2 094,"194,64",35
3792,(0052BR),8939008829,01/05/2019,31/05/2019,2 200,"205,70",35
3793,(0052BR),8939010361,01/06/2019,30/06/2019,2 476,"233,24",35
3794,(0052BR),8939012223,01/07/2019,31/07/2019,2 478,"231,69",35
3795,(0052BR),8939013346,01/08/2019,31/08/2019,3 109,"292,25",35
3796,(0052BR),8939015161,01/09/2019,30/09/2019,2 561,"240,14",35
3797,(0052BR),8939017016,01/10/2019,31/10/2019,2 771,"261,64",35
3798,(0052BR),8939018790,01/11/2019,30/11/2019,2 583,"244,51",35
3799,(0052BR),8939019815,01/12/2019,31/12/2019,2 809,"273,19",35
3800,(0052BR),8039001938,01/01/2020,31/01/2020,2 583,"274,03",35
3801,(0052BR),8039003878,01/02/2020,29/02/2020,2 489,"254,55",35
3802,(0052BR),8039005861,01/03/2020,31/03/2020,2 686,"280,69",35
3803,(0052BR),8039007423,01/04/2020,30/04/2020,2 740,"282,03",35
3804,(0052BR),8039009132,01/05/2020,31/05/2020,2 877,"321,07",35
3805,(0052BR),8039010638,01/06/2020,30/06/2020,2 789,"302,05",35
3806,(0052BR),8039012325,01/07/2020,31/07/2020,2 849,"296,30",35
3807,(0052BR),8039013584,01/08/2020,31/08/2020,3 067,"337,37",35
3808,(0052BR),8039015632,01/09/2020,30/09/2020,2 851,"293,65",35
3809,(0052BR),8039017659,01/10/2020,31/10/2020,2 813,"284,11",35
3810,(0052BR),8039019535,01/11/2020,30/11/2020,2 792,"281,96",35
3811,(0052KO),7293511510,01/01/2018,31/01/2018,2 900,"357,20",35
3812,(0052KO),7293522867,01/02/2018,28/02/2018,2 693,"332,26",35
3813,(0052KO),7293319851,01/03/2018,31/03/2018,2 888,"355,76",35
3814,(0052KO),7293534003,01/04/2018,30/04/2018,2 566,"316,96",35
3815,(0052KO),7293413195,01/05/2018,31/05/2018,2 697,"332,75",35
3816,(0052KO),7293543396,01/06/2018,30/06/2018,2 708,"334,07",35
3817,(0052KO),7293752671,01/07/2018,31/07/2018,2 847,"369,59",35
3818,(0052KO),7293331014,01/08/2018,31/08/2018,2 956,"364,16",35
3819,(0052KO),7292415194,01/09/2018,30/09/2018,2 671,"331,90",35
3820,(0052KO),7293114846,01/10/2018,31/10/2018,3 377,"417,57",35
3821,(0052KO),7294313622,01/11/2018,30/11/2018,2 668,"331,54",35
3822,(0052KO),7293020500,01/12/2018,31/12/2018,2 923,"362,48",35
3823,(0052KO),7293335435,01/01/2019,31/01/2019,2 998,"408,48",35
3824,(0052KO),7294044546,01/02/2019,28/02/2019,2 625,"358,64",35
3825,(0052KO),7292604723,01/03/2019,31/03/2019,2 782,"389,28",35
3826,(0052KO),7294049311,01/04/2019,30/04/2019,2 612,"356,90",35
3827,(0052KO),7294051716,01/05/2019,31/05/2019,2 670,"364,65",35
3828,(0052KO),7293608855,01/06/2019,30/06/2019,3 665,"497,60",35
3829,(0052KO),7292425655,01/07/2019,31/07/2019,2 769,"377,88",35
3830,(0052KO),7293613758,01/08/2019,31/08/2019,2 833,"386,43",35
3831,(0052KO),7293344258,01/09/2019,30/09/2019,2 638,"360,38",35
3832,(0052KO),7292217277,01/10/2019,31/10/2019,2 931,"399,53",35
3833,(0052KO),7293616107,01/11/2019,30/11/2019,2 833,"386,43",35
3834,(0052KO),7294326247,01/12/2019,31/12/2019,2 662,"363,58",35
3835,(0052KO),7294059397,01/01/2020,31/01/2020,2 650,"359,91",35
3836,(0052KO),7294525922,01/02/2020,29/02/2020,2 506,"340,83",35
3837,(0052KO),7293937311,01/03/2020,31/03/2020,2 734,"371,03",35
3838,(0052KO),7294061863,01/04/2020,30/04/2020,2 681,"370,44",35
3839,(0052KO),7293422363,01/05/2020,31/05/2020,2 814,"381,63",35
3840,(0052KO),7292712404,01/06/2020,30/06/2020,3 014,"408,13",35
3841,(0052KO),7292714656,01/07/2020,31/07/2020,3 144,"425,35",35
3842,(0052KO),7293774999,01/08/2020,31/08/2020,3 171,"428,93",35
3843,(0052KO),7294429344,01/09/2020,30/09/2020,2 964,"401,50",35
3844,(0052KO),7294130728,01/10/2020,31/10/2020,3 005,"406,93",35
3845,(0052KO),7294332764,01/11/2020,30/11/2020,2 848,"386,14",35
3846,(0053BR),7220775791,01/01/2018,31/01/2018,2 271,"251,74",35
3847,(0053BR),7210817415,01/02/2018,28/02/2018,2 052,"228,40",35
3848,(0053BR),7010677549,01/03/2018,31/03/2018,2 278,"252,40",35
3849,(0053BR),7010680438,01/04/2018,30/04/2018,2 262,"250,57",35
3850,(0053BR),7010682137,01/05/2018,31/05/2018,2 371,"262,06",35
3851,(0053BR),7200873047,01/06/2018,30/06/2018,2 305,"254,99",35
3852,(0053BR),7010687678,01/07/2018,31/07/2018,2 407,"265,91",35
3853,(0053BR),7010690351,01/08/2018,31/08/2018,2 452,"270,57",35
3854,(0053BR),7240672664,01/09/2018,30/09/2018,2 697,"298,20",35
3855,(0053BR),7010695617,01/10/2018,31/10/2018,2 826,"311,93",35
3856,(0053BR),7010698165,01/11/2018,30/11/2018,2 715,"300,07",35
3857,(0053BR),7010700707,01/12/2018,31/12/2018,2 789,"307,96",35
3858,(0053BR),7010705826,01/01/2019,31/01/2019,2 784,"300,07",35
3859,(0053BR),7010709596,01/02/2019,28/02/2019,2 516,"272,17",35
3860,(0053BR),7010713458,01/03/2019,31/03/2019,2 811,"302,84",35
3861,(0053BR),7010715460,01/04/2019,30/04/2019,2 739,"295,31",35
3862,(0053BR),7010722067,01/05/2019,31/05/2019,2 791,"300,68",35
3863,(0053BR),7010724608,01/06/2019,30/06/2019,2 544,"274,55",35
3864,(0053BR),7010726429,01/07/2019,31/07/2019,2 587,"279,05",35
3865,(0053BR),7010729457,01/08/2019,31/08/2019,2 578,"278,11",35
3866,(0053BR),7010732116,01/09/2019,30/09/2019,2 478,"267,80",35
3867,(0053BR),7103163087,01/10/2019,31/10/2019,2 549,"275,20",35
3868,(0053BR),7010737238,01/11/2019,30/11/2019,2 453,"265,18",35
3869,(0053BR),7010740688,01/12/2019,31/12/2019,2 515,"271,62",35
3870,(0053BR),7010746361,01/01/2020,31/01/2020,2 518,"323,49",35
3871,(0053BR),7010748665,01/02/2020,29/02/2020,2 410,"309,95",35
3872,(0053BR),7010752918,01/03/2020,31/03/2020,2 687,"342,64",35
3873,(0053BR),7010755640,01/04/2020,30/04/2020,2 607,"332,70",35
3874,(0053BR),7010757872,01/05/2020,31/05/2020,2 701,"344,30",35
3875,(0053BR),7010760286,01/06/2020,30/06/2020,2 652,"338,18",35
3876,(0053BR),7010762428,01/07/2020,31/07/2020,2 825,"359,44",35
3877,(0053BR),7010765495,01/08/2020,31/08/2020,2 876,"365,65",35
3878,(0053BR),7010768590,01/09/2020,30/09/2020,2 733,"348,07",35
3879,(0053BR),7010772265,01/10/2020,31/10/2020,2 792,"355,43",35
3880,(0053BR),7010775227,01/11/2020,30/11/2020,2 671,"330,56",35
3881,(0053KO),7293511512,01/01/2018,31/01/2018,2 620,"289,92",35
3882,(0053KO),7293522869,01/02/2018,28/02/2018,2 399,"268,98",35
3883,(0053KO),7294036218,01/03/2018,31/03/2018,2 545,"282,81",35
3884,(0053KO),7294503958,01/04/2018,30/04/2018,2 164,"246,66",35
3885,(0053KO),7292906570,01/05/2018,31/05/2018,2 222,"252,19",35
3886,(0053KO),7292412333,01/06/2018,30/06/2018,2 172,"247,35",35
3887,(0053KO),7293112479,01/07/2018,31/07/2018,2 232,"253,24",35
3888,(0053KO),7294312107,01/08/2018,31/08/2018,2 247,"254,72",35
3889,(0053KO),7292909849,01/09/2018,30/09/2018,2 207,"252,60",35
3890,(0053KO),7293114848,01/10/2018,31/10/2018,2 352,"266,55",35
3891,(0053KO),7293218467,01/11/2018,30/11/2018,2 438,"274,73",35
3892,(0053KO),7292603754,01/12/2018,31/12/2018,2 651,"295,16",35
3893,(0053KO),7293807394,01/01/2019,31/01/2019,2 645,"327,81",35
3894,(0053KO),7292912456,01/02/2019,28/02/2019,2 324,"293,18",35
3895,(0053KO),7292333732,01/03/2019,31/03/2019,2 294,"289,92",35
3896,(0053KO),7292513015,01/04/2019,30/04/2019,2 117,"270,81",35
3897,(0053KO),7294519309,01/05/2019,31/05/2019,2 190,"278,68",35
3898,(0053KO),7293764192,01/06/2019,30/06/2019,2 185,"278,12",35
3899,(0053KO),7293342765,01/07/2019,31/07/2019,2 257,"285,87",35
3900,(0053KO),7293418245,01/08/2019,31/08/2019,2 256,"285,76",35
3901,(0053KO),7293933482,01/09/2019,30/09/2019,2 137,"272,95",35
3902,(0053KO),7293027460,01/10/2019,31/10/2019,2 186,"278,23",35
3903,(0053KO),7293616108,01/11/2019,30/11/2019,2 099,"268,79",35
3904,(0053KO),7293229062,01/12/2019,31/12/2019,2 166,"276,09",35
3905,(0053KO),7292613362,01/01/2020,31/01/2020,2 160,"268,95",35
3906,(0053KO),7293421758,01/02/2020,29/02/2020,2 027,"255,09",35
3907,(0053KO),7292920526,01/03/2020,31/03/2020,2 189,"271,98",35
3908,(0053KO),7293230607,01/04/2020,30/04/2020,2 132,"266,03",35
3909,(0053KO),7292617948,01/05/2020,31/05/2020,2 200,"273,06",35
3910,(0053KO),7292528695,01/06/2020,30/06/2020,2 162,"269,17",35
3911,(0053KO),7294127088,01/07/2020,31/07/2020,2 228,"275,99",35
3912,(0053KO),7294528419,01/08/2020,31/08/2020,2 237,"276,96",35
3913,(0053KO),7292924376,01/09/2020,30/09/2020,2 130,"265,81",35
3914,(0053KO),7294130729,01/10/2020,31/10/2020,2 140,"266,89",35
3915,(0053KO),7292534095,01/11/2020,30/11/2020,2 053,"213,77",35
3916,(0054BB),1100003011,01/01/2018,31/01/2018,3 573,"352,87",35
3917,(0054BB),1100003011,01/02/2018,28/02/2018,3 260,"326,34",35
3918,(0054BB),1100003011,01/03/2018,31/03/2018,3 536,"349,69",35
3919,(0054BB),1100003011,01/04/2018,30/04/2018,3 411,"339,37",35
3920,(0054BB),1100003011,01/05/2018,31/05/2018,3 609,"356,19",35
3921,(0054BB),1100003011,01/06/2018,30/06/2018,3 604,"870,58",35
